|sentence_text|sentence_number|paragraph_number|title|publication_date|genre
156|The apartment was superb. 21527|0|14|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
157|Even De L'Omelette pronounced it bien comme il faut. 21552|1|14|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
158|It was not its length nor its breadth,–but its height–ah, that was appalling! 21604|2|14|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
159|–There was no ceiling–certainly none- but a dense whirling mass of fiery-colored clouds. 21681|3|14|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
160|His Grace's brain reeled as he glanced upward. 21769|4|14|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
161|From above, hung a chain of an unknown blood-red metal–its upper end lost, like the city of Boston, parmi les nues. 21815|5|14|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
162|From its nether extremity swung a large cresset. 21930|6|14|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
163|The Duc knew it to be a ruby; but from it there poured a light so intense, so still, so terrible, Persia never worshipped such–Gheber never imagined such–Mussulman never dreamed of such when, drugged with opium, he has tottered to a bed of poppies, his back to the flowers, and his face to the God Apollo. 21978|7|14|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
164|The Duc muttered a slight oath, decidedly approbatory. 22283|8|14|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
165|The corners of the room were rounded into niches. 22337|0|15|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
166|Three of these were filled with statues of gigantic proportions. 22386|1|15|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
167|Their beauty was Grecian, their deformity Egyptian, their tout ensemble French. 22450|2|15|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
168|In the fourth niche the statue was veiled; it was not colossal. 22529|3|15|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
169|But then there was a taper ankle, a sandalled foot. 22592|4|15|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
170|De L'Omelette pressed his hand upon his heart, closed his eyes, raised them, and caught his Satanic Majesty–in a blush. 22643|5|15|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
171|But the paintings! 22762|0|16|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
172|–Kupris! 22780|1|16|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
173|O love! 22788|10|16|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
174|–who, gazing on those forbidden beauties, shall have eyes for the dainty devices of the golden frames that besprinkled, like stars, the hyacinth and the porphyry walls? 22795|11|16|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
175|Astarte! 22963|2|16|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
176|Astoreth! 22971|3|16|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
177|–a thousand and the same! 22980|4|16|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
178|And Rafaelle has beheld them! 23005|5|16|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
179|Yes, Rafaelle has been here, for did he not paint the ---? 23034|6|16|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
180|and was he not consequently damned? 23092|7|16|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
181|The paintings–the paintings! 23127|8|16|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
182|O luxury! 23155|9|16|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
183|But the Duc's heart is fainting within him. 23164|0|17|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
184|He is not, however, as you suppose, dizzy with magnificence, nor drunk with the ecstatic breath of those innumerable censers. 23207|1|17|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
185|C'est vrai que de toutes ces choses il a pense beaucoup–mais! 23332|2|17|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
186|The Duc De L'Omelette is terror-stricken; for, through the lurid vista which a single uncurtained window is affording, lo! 23393|3|17|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
187|gleams the most ghastly of all fires! 23515|4|17|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
188|Le pauvre Duc! 23552|0|18|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
189|He could not help imagining that the glorious, the voluptuous, the never-dying melodies which pervaded that hall, as they passed filtered and transmuted through the alchemy of the enchanted window-panes, were the wailings and the howlings of the hopeless and the damned! 23566|1|18|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
190|And there, too! 23836|2|18|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
191|–there! 23851|3|18|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
192|–upon the ottoman! 23858|4|18|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
193|–who could he be? 23876|5|18|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
194|–he, the petitmaitre–no, the Deity–who sat as if carved in marble, et qui sourit, with his pale countenance, si amerement? 23893|6|18|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
195|Mais il faut agir–that is to say, a Frenchman never faints outright. 24015|0|19|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
196|Besides, his Grace hated a scene–De L'Omelette is himself again. 24083|1|19|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
197|There were some foils upon a table–some points also. 24147|2|19|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
198|The Duc s'echapper. 24199|3|19|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
199|He measures two points, and, with a grace inimitable, offers his Majesty the choice. 24218|4|19|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
200|Horreur! 24302|5|19|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
201|his Majesty does not fence! 24310|6|19|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
202|KEATS fell by a criticism. 24337|0|2|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
203|"Who was it died of ""The Andromache""? 24363"|1|2|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
204|* Ignoble souls! 24399|2|2|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
205|–De L'Omelette perished of an ortolan. 24415|3|2|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
206|L'histoire en est breve. 24453|4|2|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
207|Assist me, Spirit of Apicius! 24477|5|2|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
208|Mais il joue! 24506|0|20|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
209|–how happy a thought! 24519|1|20|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
210|–but his Grace had always an excellent memory. 24540|2|20|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
211|"He had dipped in the ""Diable"" of Abbe Gualtier. 24586"|3|20|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
212|"Therein it is said ""que le Diable n'ose pas refuser un jeu d'ecarte"". 24633"|4|20|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
213|But the chances–the chances! 24702|0|21|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
214|True–desperate: but scarcely more desperate than the Duc. 24730|1|21|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
215|Besides, was he not in the secret? 24787|2|21|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
216|–had he not skimmed over Pere Le Brun? 24821|3|21|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
217|–was he not a member of the Club Vingt-un? 24859|4|21|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
218|"""Si je perds,"" said he, ""je serai deux fois perdu–I shall be doubly dammed–voila tout! 24901"|5|21|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
219|(Here his Grace shrugged his shoulders. 24987|6|21|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
220|") Si je gagne, je reviendrai a mes ortolans–que les cartes soient preparees""! 25026"|7|21|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
221|His Grace was all care, all attention–his Majesty all confidence. 25103|0|22|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
222|A spectator would have thought of Francis and Charles. 25168|1|22|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
223|His Grace thought of his game. 25222|2|22|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
224|His Majesty did not think; he shuffled. 25252|3|22|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
225|The Duc cut. 25291|4|22|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
226|The cards were dealt. 25303|0|23|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
227|The trump is turned–it is–it is–the king! 25324|1|23|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
228|No–it was the queen. 25365|2|23|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
229|His Majesty cursed her masculine habiliments. 25385|3|23|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
230|De L'Omelette placed his hand upon his heart. 25430|4|23|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
231|They play. 25475|0|24|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
232|The Duc counts. 25485|1|24|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
233|The hand is out. 25500|2|24|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
234|His Majesty counts heavily, smiles, and is taking wine. 25516|3|24|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
235|The Duc slips a card. 25571|4|24|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
236|"""C'est a vous a faire,"" said his Majesty, cutting. 25592"|0|25|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
237|His Grace bowed, dealt, and arose from the table en presentant le Roi. 25642|1|25|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
238|His Majesty looked chagrined. 25712|0|26|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
239|"Had Alexander not been Alexander, he would have been Diogenes; and the Duc assured his antagonist in taking leave, ""que s'il n'eut ete De L'Omelette il n'aurait point d'objection d'etre le Diable"". 25741"|0|27|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
240|*Montfleury. 25938|0|3|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
241|"The author of the Parnasse Reforme makes him thus speak in Hades:–""L'homme donc qui voudrait savoir ce dont Je suis morte, qu'il ne demande pas si'l fut de fievre ou de podagre ou d'autre chose, mais qui'l entende que ce fut de 'L'Andromache. 25950"|1|3|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
242|A golden cage bore the little winged wanderer, enamored, melting, indolent, to the Chaussee D'Antin, from its home in far Peru. 26192|0|4|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
243|From its queenly possessor La Bellissima, to the Duc De L'Omelette, six peers of the empire conveyed the happy bird. 26319|1|4|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
244|That night the Duc was to sup alone. 26435|0|5|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
245|In the privacy of his bureau he reclined languidly on that ottoman for which he sacrificed his loyalty in outbidding his king–the notorious ottoman of Cadet. 26471|1|5|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
246|He buries his face in the pillow. 26628|0|6|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
247|The clock strikes! 26661|1|6|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
248|ah, bon Dieu! 26679|10|6|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
249|"cet oiseau modeste que tu as deshabille de ses plumes, et que tu as servi sans papier""! 26692"|11|6|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
250|It is superfluous to say more:–the Duc expired in a paroxysm of disgust. 26779|12|6|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
251|Unable to restrain his feelings, his Grace swallows an olive. 26851|2|6|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
252|At this moment the door gently opens to the sound of soft music, and lo! 26912|3|6|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
253|the most delicate of birds is before the most enamored of men! 26984|4|6|The Duc De L'Omelette|1832-03-03 00:00:00|['Humor']
