sentence_text|sentence_number|paragraph_number|title|publication_date|genre
The Duc knew it to be a ruby; but from it there poured a light so intense, so still, so terrible, Persia never worshipped such–Gheber never imagined such–Mussulman never dreamed of such when, drugged with opium, he has tottered to a bed of poppies, his back to the flowers, and his face to the God Apollo.|7|14|The Duc De L'Omelette|March 3, 1832|Humor
The Duc muttered a slight oath, decidedly approbatory.|8|14|The Duc De L'Omelette|March 3, 1832|Humor
The corners of the room were rounded into niches.|0|15|The Duc De L'Omelette|March 3, 1832|Humor
Three of these were filled with statues of gigantic proportions.|1|15|The Duc De L'Omelette|March 3, 1832|Humor
Their beauty was Grecian, their deformity Egyptian, their tout ensemble French.|2|15|The Duc De L'Omelette|March 3, 1832|Humor
In the fourth niche the statue was veiled; it was not colossal.|3|15|The Duc De L'Omelette|March 3, 1832|Humor
But then there was a taper ankle, a sandalled foot.|4|15|The Duc De L'Omelette|March 3, 1832|Humor
De L'Omelette pressed his hand upon his heart, closed his eyes, raised them, and caught his Satanic Majesty–in a blush.|5|15|The Duc De L'Omelette|March 3, 1832|Humor
But the paintings!|0|16|The Duc De L'Omelette|March 3, 1832|Humor
–Kupris!|1|16|The Duc De L'Omelette|March 3, 1832|Humor
Astarte!|2|16|The Duc De L'Omelette|March 3, 1832|Humor
Astoreth!|3|16|The Duc De L'Omelette|March 3, 1832|Humor
–a thousand and the same!|4|16|The Duc De L'Omelette|March 3, 1832|Humor
And Rafaelle has beheld them!|5|16|The Duc De L'Omelette|March 3, 1832|Humor
Yes, Rafaelle has been here, for did he not paint the ---?|6|16|The Duc De L'Omelette|March 3, 1832|Humor
and was he not consequently damned?|7|16|The Duc De L'Omelette|March 3, 1832|Humor
The paintings–the paintings!|8|16|The Duc De L'Omelette|March 3, 1832|Humor
O luxury!|9|16|The Duc De L'Omelette|March 3, 1832|Humor
O love!|10|16|The Duc De L'Omelette|March 3, 1832|Humor
–who, gazing on those forbidden beauties, shall have eyes for the dainty devices of the golden frames that besprinkled, like stars, the hyacinth and the porphyry walls?|11|16|The Duc De L'Omelette|March 3, 1832|Humor
But the Duc's heart is fainting within him.|0|17|The Duc De L'Omelette|March 3, 1832|Humor
He is not, however, as you suppose, dizzy with magnificence, nor drunk with the ecstatic breath of those innumerable censers.|1|17|The Duc De L'Omelette|March 3, 1832|Humor
C'est vrai que de toutes ces choses il a pense beaucoup–mais!|2|17|The Duc De L'Omelette|March 3, 1832|Humor
The Duc De L'Omelette is terror-stricken; for, through the lurid vista which a single uncurtained window is affording, lo!|3|17|The Duc De L'Omelette|March 3, 1832|Humor
gleams the most ghastly of all fires!|4|17|The Duc De L'Omelette|March 3, 1832|Humor
Le pauvre Duc!|0|18|The Duc De L'Omelette|March 3, 1832|Humor
He could not help imagining that the glorious, the voluptuous, the never-dying melodies which pervaded that hall, as they passed filtered and transmuted through the alchemy of the enchanted window-panes, were the wailings and the howlings of the hopeless and the damned!|1|18|The Duc De L'Omelette|March 3, 1832|Humor
And there, too!|2|18|The Duc De L'Omelette|March 3, 1832|Humor
–there!|3|18|The Duc De L'Omelette|March 3, 1832|Humor
–upon the ottoman!|4|18|The Duc De L'Omelette|March 3, 1832|Humor
–who could he be?|5|18|The Duc De L'Omelette|March 3, 1832|Humor
–he, the petitmaitre–no, the Deity–who sat as if carved in marble, et qui sourit, with his pale countenance, si amerement?|6|18|The Duc De L'Omelette|March 3, 1832|Humor
Mais il faut agir–that is to say, a Frenchman never faints outright.|0|19|The Duc De L'Omelette|March 3, 1832|Humor
Besides, his Grace hated a scene–De L'Omelette is himself again.|1|19|The Duc De L'Omelette|March 3, 1832|Humor
There were some foils upon a table–some points also.|2|19|The Duc De L'Omelette|March 3, 1832|Humor
The Duc s'echapper.|3|19|The Duc De L'Omelette|March 3, 1832|Humor
He measures two points, and, with a grace inimitable, offers his Majesty the choice.|4|19|The Duc De L'Omelette|March 3, 1832|Humor
Horreur!|5|19|The Duc De L'Omelette|March 3, 1832|Humor
his Majesty does not fence!|6|19|The Duc De L'Omelette|March 3, 1832|Humor
Mais il joue!|0|20|The Duc De L'Omelette|March 3, 1832|Humor
–how happy a thought!|1|20|The Duc De L'Omelette|March 3, 1832|Humor
–but his Grace had always an excellent memory.|2|20|The Duc De L'Omelette|March 3, 1832|Humor
"He had dipped in the ""Diable"" of Abbe Gualtier."|3|20|The Duc De L'Omelette|March 3, 1832|Humor
"Therein it is said ""que le Diable n'ose pas refuser un jeu d'ecarte""."|4|20|The Duc De L'Omelette|March 3, 1832|Humor
But the chances–the chances!|0|21|The Duc De L'Omelette|March 3, 1832|Humor
True–desperate: but scarcely more desperate than the Duc.|1|21|The Duc De L'Omelette|March 3, 1832|Humor
Besides, was he not in the secret?|2|21|The Duc De L'Omelette|March 3, 1832|Humor
–had he not skimmed over Pere Le Brun?|3|21|The Duc De L'Omelette|March 3, 1832|Humor
–was he not a member of the Club Vingt-un?|4|21|The Duc De L'Omelette|March 3, 1832|Humor
"""Si je perds,"" said he, ""je serai deux fois perdu–I shall be doubly dammed–voila tout!"|5|21|The Duc De L'Omelette|March 3, 1832|Humor
(Here his Grace shrugged his shoulders.|6|21|The Duc De L'Omelette|March 3, 1832|Humor
") Si je gagne, je reviendrai a mes ortolans–que les cartes soient preparees""!"|7|21|The Duc De L'Omelette|March 3, 1832|Humor
His Grace was all care, all attention–his Majesty all confidence.|0|22|The Duc De L'Omelette|March 3, 1832|Humor
A spectator would have thought of Francis and Charles.|1|22|The Duc De L'Omelette|March 3, 1832|Humor
His Grace thought of his game.|2|22|The Duc De L'Omelette|March 3, 1832|Humor
His Majesty did not think; he shuffled.|3|22|The Duc De L'Omelette|March 3, 1832|Humor
The Duc cut.|4|22|The Duc De L'Omelette|March 3, 1832|Humor
The cards were dealt.|0|23|The Duc De L'Omelette|March 3, 1832|Humor
The trump is turned–it is–it is–the king!|1|23|The Duc De L'Omelette|March 3, 1832|Humor
No–it was the queen.|2|23|The Duc De L'Omelette|March 3, 1832|Humor
His Majesty cursed her masculine habiliments.|3|23|The Duc De L'Omelette|March 3, 1832|Humor
De L'Omelette placed his hand upon his heart.|4|23|The Duc De L'Omelette|March 3, 1832|Humor
They play.|0|24|The Duc De L'Omelette|March 3, 1832|Humor
The Duc counts.|1|24|The Duc De L'Omelette|March 3, 1832|Humor
The hand is out.|2|24|The Duc De L'Omelette|March 3, 1832|Humor
His Majesty counts heavily, smiles, and is taking wine.|3|24|The Duc De L'Omelette|March 3, 1832|Humor
The Duc slips a card.|4|24|The Duc De L'Omelette|March 3, 1832|Humor
"""C'est a vous a faire,"" said his Majesty, cutting."|0|25|The Duc De L'Omelette|March 3, 1832|Humor
His Grace bowed, dealt, and arose from the table en presentant le Roi.|1|25|The Duc De L'Omelette|March 3, 1832|Humor
His Majesty looked chagrined.|0|26|The Duc De L'Omelette|March 3, 1832|Humor
"Had Alexander not been Alexander, he would have been Diogenes; and the Duc assured his antagonist in taking leave, ""que s'il n'eut ete De L'Omelette il n'aurait point d'objection d'etre le Diable""."|0|27|The Duc De L'Omelette|March 3, 1832|Humor
--a bristly bore.|0|1|A Tale Of Jerusalem|June 9, 1832|Humor
"""LET us hurry to the walls,"" said Abel-Phittim to Buzi-Ben-Levi and Simeon the Pharisee, on the tenth day of the month Thammuz, in the year of the world three thousand nine hundred and forty-one–""let us hasten to the ramparts adjoining the gate of Benjamin, which is in the city of David, and overlooking the camp of the uncircumcised; for it is the last hour of the fourth watch, being sunrise; and the idolaters, in fulfilment of the promise of Pompey, should be awaiting us with the lambs for the sacrifices""."|0|2|A Tale Of Jerusalem|June 9, 1832|Humor
Simeon, Abel-Phittim, and Buzi-Ben-Levi, were the Gizbarim, or sub-collectors of the offering, in the holy city of Jerusalem.|0|3|A Tale Of Jerusalem|June 9, 1832|Humor
"""Verily,"" replied the Pharisee, ""let us hasten: for this generosity in the heathen is unwonted; and fickle-mindedness has ever been an attribute of the worshippers of Baal""."|0|4|A Tale Of Jerusalem|June 9, 1832|Humor
"""That they are fickle-minded and treacherous is as true as the Pentateuch,"" said Buzi-Ben-Levi, ""but that is only towards the people of Adonai."|0|5|A Tale Of Jerusalem|June 9, 1832|Humor
When was it ever known that the Ammonites proved wanting to their own interests?|1|5|A Tale Of Jerusalem|June 9, 1832|Humor
"Methinks it is no great stretch of generosity to allow us lambs for the altar of the Lord, receiving in lieu thereof thirty silver shekels per head""!"|2|5|A Tale Of Jerusalem|June 9, 1832|Humor
"""Thou forgettest, however, Ben-Levi,"" replied Abel-Phittim, ""that the Roman Pompey, who is now impiously besieging the city of the Most High, has no assurity that we apply not the lambs thus purchased for the altar, to the sustenance of the body, rather than of the spirit""."|0|6|A Tale Of Jerusalem|June 9, 1832|Humor
"""Now, by the five corners of my beard""!"|0|7|A Tale Of Jerusalem|June 9, 1832|Humor
"shouted the Pharisee, who belonged to the sect called The Dashers (that little knot of saints whose manner of dashing and lacerating the feet against the pavement was long a thorn and a reproach to less zealous devotees–a stumbling-block to less gifted perambulators)–""by the five corners of that beard which, as a priest, I am forbidden to shave!"|1|7|A Tale Of Jerusalem|June 9, 1832|Humor
–have we lived to see the day when a blaspheming and idolatrous upstart of Rome shall accuse us of appropriating to the appetites of the flesh the most holy and consecrated elements?|2|7|A Tale Of Jerusalem|June 9, 1832|Humor
"""Let us not question the motives of the Philistine,"" interrupted Abel-Phittim, ""for to-day we profit for the first time by his avarice or by his generosity, but rather let us hurry to the ramparts, lest offerings should be wanting for that altar whose fire the rains of heaven cannot extinguish, and whose pillars of smoke no tempest can turn aside""."|0|8|A Tale Of Jerusalem|June 9, 1832|Humor
That part of the city to which our worthy Gizbarin now hastened, and which bore the name of its architect, King David, was esteemed the most strongly fortified district of Jerusalem; being situated upon the steep and lofty hill of Zion.|0|9|A Tale Of Jerusalem|June 9, 1832|Humor
